src_ip,dst_ip,protocol,src_port,dst_port,timestamp,length,ttl,flags
192.0.222.29,203.78.224.140,TCP,49905,443,1641013200.234034,40,249,2
203.78.137.8,204.51.46.66,OTHER,,,1641013200.234083,76,253,
203.78.137.8,204.51.46.66,OTHER,,,1641013200.234085,103,253,
157.206.237.247,185.82.8.129,TCP,56318,443,1641013200.234087,753,57,24
157.206.237.247,185.82.8.129,TCP,56317,443,1641013200.234116,753,57,24
203.78.136.217,201.18.65.55,UDP,53,58404,1641013200.23412,191,62,
115.126.249.0,133.251.72.246,TCP,22853,1433,1641013200.23413,40,247,2
92.72.197.100,163.45.207.217,TCP,45239,64450,1641013200.234146,40,247,2
203.78.137.8,204.51.46.66,OTHER,,,1641013200.234162,319,253,
157.206.196.247,8.7.188.3,TCP,55715,443,1641013200.234163,52,57,16
203.78.137.8,204.51.46.66,OTHER,,,1641013200.234163,76,253,
89.247.69.190,202.250.249.76,TCP,53453,18672,1641013200.234174,40,246,2
157.206.196.247,8.7.188.3,TCP,55715,443,1641013200.234182,52,57,16
89.247.66.138,133.251.132.197,TCP,8080,10925,1641013200.234183,40,246,2
133.227.136.19,119.67.223.152,UDP,4500,56540,1641013200.234346,1344,56,
133.227.136.19,119.67.223.152,UDP,4500,56540,1641013200.234349,1344,56,
133.227.136.19,119.67.223.152,UDP,4500,56540,1641013200.23435,1344,56,
133.227.136.19,119.67.223.152,UDP,4500,56540,1641013200.234355,1344,56,
167.246.129.60,202.101.173.191,TCP,56100,21271,1641013200.234394,40,57,16
89.247.69.144,203.78.230.170,TCP,8080,12506,1641013200.234511,40,246,2
203.78.135.92,110.71.87.27,TCP,443,14908,1641013200.234512,1440,62,16
203.78.135.92,110.71.87.27,TCP,443,14908,1641013200.234518,1440,62,16
106.84.16.161,163.45.47.0,TCP,58914,5051,1641013200.234537,44,243,2
89.247.66.138,133.251.153.236,TCP,8080,10834,1641013200.234553,40,246,2
89.247.69.180,163.45.116.71,TCP,53467,52003,1641013200.234572,40,246,2
167.46.181.100,202.250.239.240,TCP,55575,22705,1641013200.234576,44,41,2
203.78.137.8,204.51.46.66,OTHER,,,1641013200.234599,120,253,
157.206.223.156,75.81.199.170,TCP,80,51242,1641013200.234678,40,56,16
185.138.73.88,133.105.202.129,TCP,41455,8956,1641013200.234697,40,247,2
209.148.208.246,133.105.22.67,TCP,59110,81,1641013200.234729,44,246,2
167.246.129.60,202.101.173.191,TCP,56100,21271,1641013200.234772,283,57,24
157.206.78.128,35.90.69.48,TCP,62041,443,1641013200.234799,40,120,16
133.243.45.91,54.152.33.63,TCP,9221,443,1641013200.234865,40,122,16
43.163.188.250,202.101.172.51,TCP,24266,113,1641013200.234867,60,46,2
89.247.66.138,133.251.75.3,TCP,8080,8739,1641013200.234868,40,246,2
95.210.174.206,202.250.245.233,TCP,443,59830,1641013200.234881,44,54,18
157.206.196.247,8.7.188.3,TCP,55715,443,1641013200.234881,52,57,16
2.79.151.99,133.105.163.214,UDP,8080,6881,1641013200.234891,59,55,
89.247.69.191,163.45.160.141,TCP,53456,5848,1641013200.234937,40,246,2
167.46.181.124,163.45.9.115,TCP,52781,9119,1641013200.23494,44,41,2
162.113.225.107,133.105.98.44,TCP,37290,12113,1641013200.234974,44,40,2
89.247.69.134,163.45.29.29,TCP,58749,3322,1641013200.235009,40,246,2
210.242.69.6,163.45.254.195,UDP,46090,5710,1641013200.235092,156,57,
89.247.66.138,133.105.75.158,TCP,8080,8739,1641013200.235123,40,246,2
157.206.77.201,43.252.198.208,TCP,63425,7000,1641013200.235124,40,120,16
89.247.69.180,163.45.143.120,TCP,53467,579,1641013200.23517,40,246,2
133.243.248.62,8.5.160.94,TCP,52576,80,1641013200.235323,52,121,16
167.46.174.232,163.45.162.121,TCP,50926,64217,1641013200.235328,44,40,2
89.247.69.140,163.45.128.145,TCP,35435,61004,1641013200.235398,40,246,2
203.78.135.92,110.71.87.27,TCP,443,14446,1641013200.235425,2840,62,16
203.78.135.92,110.71.87.27,TCP,443,14446,1641013200.235451,1440,62,16
203.78.135.92,110.71.87.27,TCP,443,14446,1641013200.235469,2840,62,16
43.161.69.124,133.105.14.187,TCP,39067,5051,1641013200.23547,40,244,2
89.247.69.145,133.251.113.207,TCP,53450,3745,1641013200.235477,40,246,2
203.78.135.92,110.71.87.27,TCP,443,14446,1641013200.235495,1440,62,16
204.51.46.66,203.78.137.8,OTHER,,,1641013200.23562,123,250,
89.247.69.149,203.78.209.224,TCP,53470,12762,1641013200.235662,40,246,2
203.78.135.92,110.71.87.27,TCP,443,14446,1641013200.235699,2840,62,16
198.56.151.101,202.250.236.44,TCP,58140,443,1641013200.235721,40,248,2
133.227.58.122,83.228.82.106,ICMP,,,1641013200.235722,56,248,
133.243.248.62,8.7.133.224,TCP,52111,80,1641013200.235742,52,121,16
203.78.147.20,95.117.66.117,TCP,22,57554,1641013200.235839,52,58,17
117.59.22.79,202.101.173.248,TCP,50669,445,1641013200.23589,177,51,24
83.228.82.106,133.251.159.6,TCP,59463,4433,1641013200.235948,40,244,2
159.76.161.168,202.101.173.104,TCP,38154,62078,1641013200.235953,40,54,16
110.71.87.27,203.78.135.92,TCP,14862,443,1641013200.235964,40,118,16
159.76.161.168,202.101.173.104,TCP,38154,62078,1641013200.235992,45,54,24
161.29.92.208,163.45.224.93,UDP,25038,30301,1641013200.236041,59,53,
203.78.135.92,110.71.87.27,TCP,443,14446,1641013200.236047,1440,62,16
204.51.46.66,203.78.137.8,OTHER,,,1641013200.236047,212,250,
203.78.135.92,110.71.87.27,TCP,443,14446,1641013200.236094,1440,62,16
203.78.135.92,110.71.87.27,TCP,443,14446,1641013200.236122,2840,62,16
89.247.69.153,163.45.115.147,TCP,8080,38933,1641013200.236224,40,246,2
157.206.21.252,185.168.25.166,TCP,60352,443,1641013200.236326,52,57,16
157.206.249.55,18.222.254.242,TCP,49480,443,1641013200.236328,52,57,16
89.247.66.55,163.45.112.110,TCP,45116,3364,1641013200.23637,40,246,2
126.15.117.154,203.78.129.205,UDP,56747,40000,1641013200.236402,241,55,
89.247.69.191,163.45.145.13,TCP,53456,5745,1641013200.236464,40,246,2
46.164.30.211,163.45.104.202,TCP,60000,24322,1641013200.236487,40,241,2
185.62.114.254,133.251.156.178,UDP,54906,111,1641013200.236577,68,241,
119.126.125.12,203.78.135.92,TCP,57922,80,1641013200.236579,40,56,16
133.227.136.19,119.67.223.152,UDP,4500,56540,1641013200.236582,1344,56,
133.227.136.19,119.67.223.152,UDP,4500,56540,1641013200.236583,1344,56,
133.227.136.19,119.67.223.152,UDP,4500,56540,1641013200.236588,1344,56,
133.227.136.19,119.67.223.152,UDP,4500,56540,1641013200.236589,1344,56,
203.78.137.8,204.51.46.66,OTHER,,,1641013200.236645,103,253,
172.23.237.32,133.251.184.49,TCP,34538,4222,1641013200.236738,44,246,2
95.210.174.206,133.105.111.177,TCP,443,62772,1641013200.236817,44,54,18
89.247.69.153,163.45.171.180,TCP,8080,11407,1641013200.23685,40,246,2
89.247.69.146,203.78.150.240,TCP,8080,10681,1641013200.236924,40,246,2
157.206.249.55,18.222.254.242,TCP,49480,443,1641013200.236925,52,57,16
133.227.58.120,183.112.228.252,ICMP,,,1641013200.236965,56,248,
126.15.117.154,203.78.129.205,UDP,56747,40000,1641013200.236999,455,55,
133.227.58.120,159.200.152.166,ICMP,,,1641013200.237,56,248,
89.247.69.134,133.105.41.189,TCP,58749,3388,1641013200.237024,40,246,2
89.247.66.138,133.251.150.184,TCP,8080,2389,1641013200.237068,40,246,2
203.78.142.251,198.7.100.165,UDP,52776,8801,1641013200.23712,116,124,
92.72.197.100,163.45.195.218,TCP,45239,64369,1641013200.237152,40,247,2
50.240.114.81,203.78.137.8,OTHER,,,1641013200.237201,70,250,
203.78.137.8,204.51.46.66,OTHER,,,1641013200.237281,94,253,
201.18.65.55,203.78.136.217,UDP,38318,53,1641013200.237291,73,53,
89.247.69.149,202.250.205.162,TCP,53470,14817,1641013200.237338,40,246,2
157.206.78.128,35.90.69.48,TCP,62041,443,1641013200.23737,557,120,24
71.38.161.198,203.78.173.95,TCP,3082,1911,1641013200.237389,44,119,2
203.78.134.246,103.228.138.68,ICMP,,,1641013200.237405,84,61,
89.247.69.140,133.251.185.78,TCP,34089,61004,1641013200.237503,40,246,2
89.247.69.180,163.45.1.124,TCP,53467,1146,1641013200.237525,40,246,2
133.227.58.120,159.200.152.166,ICMP,,,1641013200.237527,56,248,
157.206.249.254,74.8.73.92,TCP,50509,443,1641013200.237605,52,57,16
203.78.136.217,201.18.65.55,UDP,53,38318,1641013200.237622,191,62,
157.206.196.247,8.7.188.3,TCP,55715,443,1641013200.237642,52,57,16
203.78.142.251,198.7.100.165,UDP,52777,8801,1641013200.237672,332,124,
206.204.252.190,203.78.137.8,OTHER,,,1641013200.237696,84,246,
206.204.252.190,203.78.137.8,OTHER,,,1641013200.237702,84,246,
167.46.181.122,203.78.233.93,TCP,61372,3187,1641013200.23777,44,41,2
3.184.243.79,163.45.124.151,TCP,2101,35756,1641013200.237869,40,97,16
89.247.69.153,163.45.62.3,TCP,8080,3442,1641013200.237907,40,246,2
5.131.34.101,202.101.173.202,TCP,55591,53281,1641013200.237928,40,52,16
157.206.249.254,74.8.73.92,TCP,50509,443,1641013200.237968,309,57,24
204.51.46.66,203.78.137.8,OTHER,,,1641013200.238074,136,250,
89.247.66.55,163.45.173.188,TCP,45116,3365,1641013200.238135,40,246,2
203.78.137.8,206.204.252.190,OTHER,,,1641013200.23819,76,253,
203.78.137.8,206.204.252.190,OTHER,,,1641013200.238191,76,253,
110.71.87.27,203.78.135.92,TCP,15284,443,1641013200.238211,40,118,16
116.163.145.115,163.45.117.230,TCP,2223,54268,1641013200.238232,120,57,24
110.71.87.27,203.78.135.92,TCP,15261,443,1641013200.238255,40,118,16
203.78.137.8,206.204.252.190,OTHER,,,1641013200.238258,327,253,
133.243.234.4,195.52.126.224,TCP,39254,51235,1641013200.238293,1255,55,24
203.78.137.8,206.204.252.190,OTHER,,,1641013200.238322,339,253,
203.78.135.92,110.71.87.27,TCP,443,14862,1641013200.238328,1440,62,16
203.78.135.92,110.71.87.27,TCP,443,14862,1641013200.238335,1440,62,16
110.71.87.27,203.78.135.92,TCP,15261,443,1641013200.238388,40,118,16
45.112.55.176,202.101.172.64,TCP,51764,13711,1641013200.23846,40,241,4
110.71.87.27,203.78.135.92,TCP,15261,443,1641013200.238509,40,118,16
203.78.137.8,204.51.46.66,OTHER,,,1641013200.238525,164,253,
133.243.3.57,140.191.201.241,TCP,3565,80,1641013200.238526,40,122,16
2.77.121.24,133.105.129.245,TCP,51074,5038,1641013200.238631,40,241,2
204.51.46.66,203.78.137.8,OTHER,,,1641013200.238633,199,250,
167.46.181.126,163.45.55.187,TCP,52924,9126,1641013200.238683,44,41,2
110.71.87.27,203.78.135.92,TCP,15261,443,1641013200.238764,40,118,16
89.247.69.134,133.105.109.66,TCP,58749,27172,1641013200.238797,40,246,2
89.247.69.140,133.105.209.5,TCP,52187,61004,1641013200.238823,40,246,2
62.168.170.180,202.101.170.222,TCP,49746,22,1641013200.238826,52,52,24
167.46.173.229,133.251.167.237,TCP,6224,45196,1641013200.238862,44,39,2
203.78.135.92,119.126.125.12,TCP,80,57922,1641013200.238923,1500,62,16
203.78.135.92,119.126.125.12,TCP,80,57922,1641013200.238934,1500,62,16
203.78.135.92,119.126.125.12,TCP,80,57922,1641013200.238952,1500,62,16
203.78.135.92,119.126.125.12,TCP,80,57922,1641013200.238978,1500,62,16
203.78.135.92,119.126.125.12,TCP,80,57922,1641013200.238996,1500,62,16
203.78.135.92,119.126.125.12,TCP,80,57922,1641013200.239,1500,62,16
89.247.69.191,163.45.238.159,TCP,53456,5038,1641013200.239009,40,246,2
5.131.34.101,202.101.173.202,ICMP,,,1641013200.239014,80,52,
133.243.42.89,109.5.215.242,TCP,62352,80,1641013200.239124,52,56,2
110.71.87.27,203.78.135.92,TCP,15261,443,1641013200.239133,52,118,16
89.247.66.138,133.251.74.163,TCP,8080,8739,1641013200.239154,40,246,2
89.247.69.146,163.45.71.40,TCP,8080,13086,1641013200.239155,40,246,2
157.206.249.55,18.222.254.242,TCP,49480,443,1641013200.239247,52,57,16
110.71.87.27,203.78.135.92,TCP,15261,443,1641013200.239394,40,118,16
219.74.193.63,203.78.135.92,TCP,33250,873,1641013200.239468,64,49,16
219.74.193.63,203.78.135.92,TCP,33250,873,1641013200.239469,64,49,16
133.243.205.222,24.102.96.186,TCP,80,34520,1641013200.239537,1452,57,24
185.145.15.195,163.45.14.202,TCP,23320,2376,1641013200.239602,44,117,2
3.198.45.21,133.251.121.43,TCP,51858,2376,1641013200.23964,40,236,2
51.193.13.23,203.78.137.209,TCP,34582,80,1641013200.239642,52,51,16
51.193.13.23,203.78.137.209,TCP,34582,80,1641013200.239648,52,51,16
51.193.13.23,203.78.137.209,TCP,34582,80,1641013200.239678,52,51,16
51.193.13.23,203.78.137.209,TCP,34582,80,1641013200.239682,52,51,16
185.172.187.42,133.105.119.126,TCP,64008,3000,1641013200.239707,44,235,2
51.193.13.23,203.78.137.209,TCP,34582,80,1641013200.239725,52,51,17
133.227.136.19,119.67.223.152,UDP,4500,56540,1641013200.239737,1344,56,
133.227.136.19,119.67.223.152,UDP,4500,56540,1641013200.239738,1344,56,
133.227.136.19,119.67.223.152,UDP,4500,56540,1641013200.239739,1344,56,
89.247.69.149,203.78.209.195,TCP,53470,12762,1641013200.239751,40,246,2
123.137.185.157,133.105.155.225,TCP,54356,23,1641013200.239853,40,53,2
133.227.136.19,119.67.223.152,UDP,4500,56540,1641013200.239854,1344,56,
3.198.45.21,133.251.81.5,TCP,51858,2376,1641013200.239868,40,242,2
89.247.66.53,203.78.201.87,TCP,49388,3615,1641013200.239874,40,246,2
192.0.222.29,203.78.145.120,TCP,33714,443,1641013200.239876,40,248,2
178.22.208.48,133.105.204.46,TCP,1408,23,1641013200.239907,40,49,2
39.107.201.175,202.250.222.237,TCP,52806,2377,1641013200.239911,40,244,2
67.250.126.196,203.78.183.204,TCP,24700,8081,1641013200.239961,40,50,2
89.247.69.153,163.45.7.76,TCP,8080,11943,1641013200.239993,40,246,2
104.201.127.184,203.78.213.245,TCP,63469,51200,1641013200.24,44,246,2
133.243.205.222,24.102.96.186,TCP,80,39304,1641013200.240039,1452,57,24
133.243.205.222,79.70.28.193,TCP,80,32942,1641013200.240041,1452,57,24
157.206.78.83,115.180.174.105,UDP,4500,4500,1641013200.240127,320,248,
133.243.42.89,109.5.215.242,TCP,62935,80,1641013200.24013,52,56,2
163.45.94.183,46.153.95.16,UDP,46327,443,1641013200.240131,105,58,
34.191.103.25,163.45.159.204,UDP,123,3702,1641013200.240157,31,243,
203.78.137.8,204.51.46.66,OTHER,,,1641013200.240209,125,253,
157.206.196.212,52.59.33.227,TCP,41463,443,1641013200.240225,40,57,16
89.247.69.134,163.45.28.116,TCP,58749,3322,1641013200.240226,40,246,2
185.167.249.147,133.251.103.167,TCP,43581,9150,1641013200.240264,40,244,2
157.206.249.55,18.222.254.242,TCP,49480,443,1641013200.240312,52,57,16
157.206.55.131,138.58.151.91,TCP,60183,443,1641013200.240401,69,119,24
133.243.98.117,107.100.182.145,TCP,63351,443,1641013200.240402,40,120,16
157.206.196.247,8.7.188.3,TCP,55715,443,1641013200.240482,52,57,16
185.41.97.32,203.78.172.224,TCP,48713,7339,1641013200.240511,40,247,2
157.206.196.247,8.7.188.3,TCP,55715,443,1641013200.240522,52,57,16
203.78.135.92,110.71.87.27,TCP,443,15284,1641013200.240568,1440,62,16
203.78.135.92,110.71.87.27,TCP,443,15284,1641013200.240576,1440,62,16
203.78.135.92,110.71.87.27,TCP,443,15261,1641013200.24058,1440,62,16
185.194.205.13,133.105.225.200,TCP,50388,1433,1641013200.240596,40,244,2
203.78.135.92,110.71.87.27,TCP,443,15261,1641013200.240608,1440,62,16
89.247.69.145,133.251.186.114,TCP,53450,5390,1641013200.240702,40,246,2
89.247.69.134,163.45.240.241,TCP,58749,3080,1641013200.240721,40,246,2
203.78.135.92,110.71.87.27,TCP,443,15261,1641013200.240751,1440,62,16
203.78.135.92,110.71.87.27,TCP,443,15261,1641013200.240758,1440,62,16
162.113.225.22,133.251.125.77,UDP,8597,5632,1641013200.240799,30,40,
3.16.150.123,203.78.136.217,UDP,59601,53,1641013200.240817,79,241,
45.112.52.199,203.78.187.220,TCP,46280,7015,1641013200.240877,40,246,2
133.243.42.89,109.5.215.242,TCP,64000,80,1641013200.240883,52,56,2
203.78.135.92,110.71.87.27,TCP,443,15261,1641013200.240923,1440,62,16
203.78.135.92,110.71.87.27,TCP,443,15261,1641013200.240929,1440,62,16
143.38.18.9,202.101.172.92,TCP,54415,443,1641013200.240938,40,247,4
212.220.241.124,163.45.177.157,TCP,36968,22,1641013200.240985,40,244,2
89.247.69.145,133.251.149.136,TCP,53450,5856,1641013200.24099,40,246,2
35.80.159.79,203.78.136.217,UDP,51988,53,1641013200.241007,79,240,
35.80.159.79,203.78.136.217,UDP,49954,53,1641013200.241024,76,240,
193.96.13.50,133.105.153.81,TCP,36776,53889,1641013200.241073,44,244,2
20.188.227.8,163.45.209.204,TCP,3176,23,1641013200.241146,40,53,2
89.247.66.138,133.251.76.197,TCP,8080,6373,1641013200.241157,40,246,2
3.16.150.123,203.78.136.217,UDP,5132,53,1641013200.241164,76,240,
203.78.135.92,110.71.87.27,TCP,443,15261,1641013200.241168,1440,62,16
203.78.135.92,110.71.87.27,TCP,443,15261,1641013200.241174,1440,62,16
203.78.136.217,3.16.150.123,UDP,53,59601,1641013200.241193,864,62,
133.243.248.62,8.7.152.176,TCP,52139,80,1641013200.241234,52,121,16
133.243.248.62,8.7.152.176,TCP,52163,80,1641013200.241326,52,121,16
89.247.69.146,203.78.151.30,TCP,8080,10681,1641013200.241364,40,246,2
203.78.136.217,35.80.159.79,UDP,53,51988,1641013200.241399,864,62,
89.247.69.146,163.45.68.71,TCP,8080,11291,1641013200.241445,40,246,2
185.138.73.88,133.105.202.13,TCP,41455,8956,1641013200.241449,40,247,2
178.239.153.48,133.105.144.57,TCP,52912,5038,1641013200.241453,40,248,2
157.206.153.183,54.192.54.241,TCP,14193,443,1641013200.241484,40,120,17
203.78.135.92,110.71.87.27,TCP,443,15261,1641013200.241485,1440,62,16
133.243.248.62,8.7.133.224,TCP,52111,80,1641013200.241522,52,121,16
157.206.249.55,18.222.254.242,TCP,49480,443,1641013200.241523,52,57,16
203.78.136.217,35.80.159.79,UDP,53,49954,1641013200.24161,826,62,
157.206.153.183,54.192.54.241,TCP,14193,443,1641013200.241611,71,120,24
203.78.136.217,3.16.150.123,UDP,53,5132,1641013200.241611,826,62,
133.251.114.24,117.57.70.71,TCP,445,55425,1641013200.241677,40,62,16
157.206.153.183,54.192.54.241,TCP,14194,443,1641013200.241684,40,120,17
153.1.154.10,203.78.135.85,UDP,59365,40029,1641013200.241721,152,54,
193.96.13.152,163.45.245.49,TCP,46956,3172,1641013200.241733,44,244,2
203.78.135.92,110.71.87.27,TCP,443,15261,1641013200.241735,1440,62,16
64.190.198.122,133.105.145.124,UDP,20523,1900,1641013200.241741,125,54,
104.211.16.161,133.105.167.92,TCP,1078,23,1641013200.241743,40,52,2
89.247.69.191,163.45.60.123,TCP,53456,3419,1641013200.241751,40,246,2
170.17.187.162,133.105.102.169,TCP,42973,5007,1641013200.241753,40,243,2
89.247.69.180,203.78.250.141,TCP,53467,63419,1641013200.241761,40,246,2
157.206.153.183,54.192.54.241,TCP,14194,443,1641013200.241803,71,120,24
133.243.248.62,8.8.23.192,TCP,52235,80,1641013200.241804,60,121,16
112.155.46.41,202.101.173.44,TCP,49990,445,1641013200.241843,40,106,17
89.247.69.149,203.78.217.226,TCP,53470,13701,1641013200.241872,40,246,2
157.206.196.247,8.7.188.3,TCP,55715,443,1641013200.241903,52,57,16
89.247.69.180,203.78.141.179,TCP,53467,2670,1641013200.241912,40,246,2
133.243.248.62,8.8.23.192,TCP,52310,80,1641013200.241963,52,121,16
163.45.255.200,109.41.41.125,UDP,56292,50002,1641013200.241971,1198,58,
92.72.196.221,163.45.18.170,TCP,49857,3149,1641013200.242061,40,243,2
3.16.151.39,203.78.136.217,UDP,14392,53,1641013200.242093,79,241,
103.237.156.234,133.105.189.169,TCP,45678,3389,1641013200.242115,40,243,2
157.206.10.77,52.139.124.141,TCP,59006,443,1641013200.242123,52,57,16
163.45.196.23,128.157.237.45,UDP,3702,7779,1641013200.242175,820,249,
89.247.69.144,203.78.185.234,TCP,8080,16015,1641013200.24222,40,246,2
89.247.69.145,133.251.125.189,TCP,53450,8507,1641013200.242246,40,246,2
157.206.196.247,8.7.188.3,TCP,55715,443,1641013200.242246,52,57,16
133.243.248.62,8.5.160.94,TCP,52576,80,1641013200.242246,52,121,16
203.78.143.78,88.240.57.27,ICMP,,,1641013200.242263,44,11,
134.210.231.164,202.101.172.170,TCP,47792,6470,1641013200.242336,40,53,17
167.246.129.98,203.78.212.223,TCP,13710,30010,1641013200.242338,44,43,2
207.177.58.43,202.101.172.120,TCP,60266,7799,1641013200.242378,40,53,17
185.41.97.32,203.78.248.183,TCP,48713,7412,1641013200.242382,40,247,2
133.243.248.62,8.7.133.224,TCP,51763,80,1641013200.242406,52,121,16
133.227.159.223,192.125.24.147,TCP,22,46912,1641013200.242413,1100,57,24
203.78.136.217,3.16.151.39,UDP,53,14392,1641013200.242444,864,62,
185.138.73.101,133.105.68.110,TCP,46468,7777,1641013200.242513,40,247,2
133.243.19.198,206.56.25.148,TCP,58724,10000,1641013200.242522,40,59,16
89.247.69.153,163.45.7.74,TCP,8080,11943,1641013200.242618,40,246,2
157.206.232.151,123.240.65.29,TCP,993,1180,1641013200.242627,52,57,16
129.29.210.52,133.105.129.156,TCP,60991,782,1641013200.242652,40,241,2
20.88.40.130,202.250.204.7,TCP,53183,29039,1641013200.242674,40,240,2
133.243.248.62,8.5.160.94,TCP,52600,80,1641013200.24275,52,121,16
157.206.249.55,18.222.254.242,TCP,49480,443,1641013200.242768,52,57,16
162.113.225.26,202.250.232.30,TCP,37926,8883,1641013200.242843,44,40,2
157.206.232.151,123.240.65.29,TCP,993,1180,1641013200.242844,105,57,24
190.239.1.104,133.251.165.98,TCP,23979,23,1641013200.242901,44,238,2
203.78.137.8,204.51.46.66,OTHER,,,1641013200.242965,93,253,
130.187.195.144,46.27.254.8,TCP,17301,22,1641013200.242966,52,56,16
133.227.136.19,119.67.223.152,UDP,4500,56540,1641013200.242984,1344,56,
133.227.136.19,119.67.223.152,UDP,4500,56540,1641013200.242985,1344,56,
130.187.195.144,46.27.254.8,TCP,17301,22,1641013200.243008,88,56,24
133.243.248.62,8.5.160.94,TCP,52600,80,1641013200.243049,52,121,16
133.227.136.19,119.67.223.152,UDP,4500,56540,1641013200.243093,1344,56,
110.71.87.27,203.78.135.92,TCP,14446,443,1641013200.243094,40,118,16
133.227.136.19,119.67.223.152,UDP,4500,56540,1641013200.243094,1344,56,
133.243.248.62,8.8.23.192,TCP,52310,80,1641013200.243125,52,121,16
89.247.69.146,163.45.78.71,TCP,8080,14063,1641013200.24317,40,246,2
110.71.87.27,203.78.135.92,TCP,14446,443,1641013200.243225,40,118,16
157.206.196.212,52.59.33.227,TCP,41463,443,1641013200.243246,40,57,16
167.46.181.29,133.105.82.227,TCP,6442,49501,1641013200.243285,44,41,2
163.45.255.200,109.41.41.125,UDP,56292,50002,1641013200.243334,1198,58,
222.138.168.207,163.45.152.60,TCP,32050,23,1641013200.243367,40,57,2
163.45.255.200,109.41.41.125,UDP,56292,50002,1641013200.243368,1198,58,
89.247.69.190,202.250.225.199,TCP,53453,15252,1641013200.243408,40,246,2
89.247.66.138,133.105.121.199,TCP,8080,9016,1641013200.243455,40,246,2
89.247.69.146,163.45.241.238,TCP,8080,38482,1641013200.243487,40,246,2
157.206.249.55,18.222.254.242,TCP,49480,443,1641013200.24352,52,57,16
203.78.137.8,204.51.46.66,OTHER,,,1641013200.243607,93,253,
203.78.137.8,204.51.46.66,OTHER,,,1641013200.243609,93,253,
170.42.127.195,163.45.18.35,TCP,443,59846,1641013200.243646,40,47,16
204.51.46.66,203.78.137.8,OTHER,,,1641013200.243694,190,250,
204.51.46.66,203.78.137.8,OTHER,,,1641013200.243726,277,250,
88.95.74.10,133.251.94.18,UDP,38093,53,1641013200.24379,56,247,
203.78.137.8,204.51.46.66,OTHER,,,1641013200.243804,187,253,
212.220.241.251,163.45.49.18,TCP,2823,587,1641013200.24381,48,117,2
34.191.103.25,163.45.223.198,UDP,123,3702,1641013200.243878,31,244,
89.247.69.191,163.45.176.12,TCP,53456,4581,1641013200.243916,40,246,2
178.128.25.252,163.45.251.177,TCP,60127,22,1641013200.244018,40,244,2
89.247.69.145,133.251.186.146,TCP,53450,5390,1641013200.244024,40,246,2
92.9.70.237,133.105.176.61,TCP,50105,9080,1641013200.244049,44,243,2
133.243.3.57,140.191.201.241,TCP,3565,80,1641013200.244088,426,122,24
157.206.10.77,52.139.124.141,TCP,59006,443,1641013200.244089,595,57,24
216.213.38.153,163.45.216.242,UDP,34120,53,1641013200.244128,64,56,
192.0.222.29,203.78.253.163,TCP,33880,443,1641013200.244172,40,249,2
133.227.58.122,3.198.45.21,ICMP,,,1641013200.244209,56,248,
89.247.69.180,203.78.181.239,TCP,53467,16991,1641013200.244221,40,246,2
203.78.137.8,204.51.46.66,OTHER,,,1641013200.244249,112,253,
157.206.196.212,52.59.33.227,TCP,41463,443,1641013200.24425,40,57,16
192.0.222.29,203.78.209.187,TCP,57091,443,1641013200.244277,40,249,2
89.247.69.146,163.45.193.72,TCP,8080,9310,1641013200.24428,40,246,2
133.243.45.95,74.8.73.239,TCP,60653,443,1641013200.244327,244,122,24
157.206.196.247,8.7.188.3,TCP,55715,443,1641013200.244384,52,57,16
167.246.129.31,133.251.171.109,TCP,56355,49501,1641013200.244479,44,43,2
89.247.66.53,133.105.148.62,TCP,38296,3615,1641013200.244483,40,246,2
209.148.204.66,163.45.99.238,TCP,48167,5555,1641013200.244545,44,246,2
157.206.249.55,18.222.254.242,TCP,49480,443,1641013200.244569,52,57,16
198.158.110.172,163.45.179.38,TCP,57894,8080,1641013200.244601,44,245,2
89.247.69.191,163.45.128.4,TCP,53456,6108,1641013200.244606,40,246,2
89.247.69.144,203.78.203.79,TCP,8080,9957,1641013200.244662,40,246,2
114.156.176.127,203.78.131.94,TCP,44368,23,1641013200.244697,40,56,2
204.51.46.66,203.78.137.8,OTHER,,,1641013200.244702,193,250,
222.189.226.118,203.78.252.238,TCP,35552,8083,1641013200.244775,40,243,2
162.113.225.132,202.101.172.159,TCP,58884,5602,1641013200.244906,40,54,16
203.78.137.8,204.51.46.66,OTHER,,,1641013200.244924,89,253,
133.243.154.217,211.164.129.36,TCP,63481,443,1641013200.244966,52,56,2
130.187.44.183,140.210.22.241,UDP,39126,53,1641013200.245008,79,56,
162.113.225.132,202.101.172.159,TCP,58884,5602,1641013200.245027,283,54,24
157.206.125.207,87.246.121.226,TCP,587,24036,1641013200.245027,116,57,24
170.42.127.195,163.45.18.35,TCP,443,59846,1641013200.245028,2088,47,16
89.247.69.153,163.45.41.64,TCP,8080,4759,1641013200.245049,40,246,2
163.45.255.200,109.41.41.125,UDP,56292,50002,1641013200.245092,1198,58,
85.184.250.209,203.78.220.32,UDP,2783,1027,1641013200.24512,86,46,
89.247.66.138,133.251.118.32,TCP,8080,9016,1641013200.245135,40,246,2
178.239.153.64,163.45.240.78,TCP,52974,445,1641013200.245208,40,248,2
133.227.136.19,119.67.223.152,UDP,4500,56540,1641013200.245225,1344,56,
133.227.136.19,119.67.223.152,UDP,4500,56540,1641013200.245226,1344,56,
