src_ip,dst_ip,protocol,src_port,dst_port,timestamp,length,ttl,flags
133.227.136.19,119.67.223.152,UDP,4500,56540,1641013200.116956,1344,56,
133.227.136.19,119.67.223.152,UDP,4500,56540,1641013200.116957,1344,56,
157.206.249.55,18.222.254.242,TCP,49480,443,1641013200.11697,52,57,16
192.0.222.29,203.78.241.27,TCP,59922,443,1641013200.117036,40,248,2
157.206.154.13,162.141.163.128,TCP,62173,443,1641013200.117051,172,120,24
133.243.119.176,49.103.149.70,TCP,443,64586,1641013200.117054,411,58,24
51.16.149.93,163.45.119.117,TCP,47808,443,1641013200.117075,40,240,2
163.45.124.151,3.184.243.79,TCP,35754,2101,1641013200.117096,168,57,24
133.243.90.12,209.209.189.68,UDP,46180,7351,1641013200.117137,140,241,
157.206.154.13,162.141.163.128,TCP,62173,443,1641013200.117145,1480,120,16
157.206.154.13,162.141.163.128,TCP,62173,443,1641013200.117164,1480,120,16
157.206.154.13,162.141.163.128,TCP,62173,443,1641013200.117167,1480,120,16
157.206.154.13,162.141.163.128,TCP,62173,443,1641013200.117184,1473,120,24
157.206.196.247,8.7.188.3,TCP,55715,443,1641013200.117291,52,57,16
157.206.196.247,8.7.188.3,TCP,55715,443,1641013200.117333,52,57,16
89.247.69.146,163.45.2.233,TCP,8080,20401,1641013200.11735,40,246,2
89.247.69.134,202.250.249.178,TCP,58749,10010,1641013200.11743,40,246,2
89.247.66.138,133.251.135.92,TCP,8080,37052,1641013200.11756,40,246,2
185.138.73.88,133.105.8.78,TCP,41455,16716,1641013200.117583,40,247,2
89.247.69.152,202.250.206.232,TCP,8080,18552,1641013200.117617,40,246,2
185.167.249.223,133.105.85.118,TCP,42710,4000,1641013200.11767,40,244,2
104.46.30.142,163.45.253.255,TCP,443,52490,1641013200.117742,101,59,24
89.247.69.144,203.78.159.91,TCP,8080,33802,1641013200.117829,40,246,2
157.206.223.156,75.81.199.170,TCP,80,51242,1641013200.117854,40,56,16
167.46.181.124,133.251.161.157,TCP,43770,689,1641013200.117859,44,41,2
94.232.18.20,202.250.198.159,TCP,45043,31357,1641013200.117881,40,242,2
185.167.249.223,133.251.105.12,TCP,37115,4000,1641013200.117921,40,244,2
133.243.7.154,52.145.104.159,UDP,59304,53,1641013200.117932,97,58,
133.243.7.154,54.222.33.195,UDP,62796,53,1641013200.117933,102,58,
40.36.193.222,202.250.239.59,TCP,53161,59365,1641013200.117981,40,234,2
13.216.129.59,163.45.19.187,TCP,443,65332,1641013200.117982,40,114,17
89.247.69.180,163.45.238.77,TCP,53467,12661,1641013200.117987,40,246,2
185.41.97.32,163.45.82.162,TCP,48713,7188,1641013200.11801,40,247,2
168.120.232.76,163.45.110.133,TCP,443,12325,1641013200.118023,44,55,18
133.243.7.154,52.145.104.159,UDP,63831,53,1641013200.118051,97,58,
162.113.225.109,163.45.105.247,TCP,27474,2701,1641013200.118064,44,40,2
198.56.151.101,202.250.194.55,TCP,45749,443,1641013200.118104,40,248,2
180.187.124.202,133.105.65.0,TCP,19014,25463,1641013200.118198,40,244,2
133.243.19.198,206.56.25.148,TCP,58724,10000,1641013200.118253,238,59,24
133.227.58.120,212.220.216.196,ICMP,,,1641013200.118295,56,248,
47.205.135.94,202.250.204.223,TCP,53088,2375,1641013200.118338,40,243,2
167.46.174.230,163.45.197.71,TCP,35872,34187,1641013200.118342,44,40,2
138.221.138.242,163.45.4.128,UDP,5353,8000,1641013200.118349,88,51,
89.247.69.180,203.78.145.147,TCP,53467,13427,1641013200.118447,40,246,2
192.0.222.29,203.78.201.103,TCP,38833,443,1641013200.118478,40,248,2
203.78.137.8,204.51.46.66,OTHER,,,1641013200.118497,609,253,
203.78.137.8,204.51.46.66,OTHER,,,1641013200.118498,147,253,
192.0.222.29,203.78.189.15,TCP,48295,443,1641013200.118583,40,248,2
89.247.69.144,203.78.167.18,TCP,8080,18751,1641013200.118632,40,246,2
170.42.127.195,163.45.18.35,TCP,5004,59844,1641013200.118643,40,47,16
8.49.119.216,133.251.138.209,UDP,17414,4000,1641013200.11866,59,56,
89.247.69.149,202.250.217.228,TCP,53470,11812,1641013200.118725,40,246,2
167.246.129.98,163.45.222.217,TCP,22596,12564,1641013200.118729,44,43,2
43.161.72.26,133.105.111.182,TCP,22243,9714,1641013200.118752,52,50,2
203.78.139.187,147.167.222.133,UDP,60044,62628,1641013200.118757,419,59,
209.148.208.246,133.105.213.119,TCP,38546,81,1641013200.118827,44,246,2
204.51.46.66,203.78.137.8,OTHER,,,1641013200.118839,137,250,
89.247.69.190,202.250.193.18,TCP,53453,13265,1641013200.11886,40,246,2
192.0.222.29,203.78.154.127,TCP,33312,443,1641013200.118983,40,249,2
157.206.251.237,54.158.58.184,TCP,64501,443,1641013200.119028,52,57,16
163.45.91.13,31.149.93.30,TCP,52249,443,1641013200.119051,69,122,24
157.206.251.237,54.158.58.184,TCP,64501,443,1641013200.119053,52,57,16
92.9.71.246,133.105.82.244,TCP,51759,4567,1641013200.119079,44,246,2
185.41.97.36,133.105.188.130,TCP,48691,3917,1641013200.119176,40,247,2
133.227.136.19,119.67.223.152,UDP,4500,56540,1641013200.119192,1344,56,
133.227.136.19,119.67.223.152,UDP,4500,56540,1641013200.119193,1344,56,
133.227.136.19,119.67.223.152,UDP,4500,56540,1641013200.119194,1344,56,
133.227.136.19,119.67.223.152,UDP,4500,56540,1641013200.119203,1344,56,
207.177.58.43,202.101.173.128,TCP,34946,7799,1641013200.119204,40,53,17
204.51.46.66,203.78.137.8,OTHER,,,1641013200.119299,64,250,
125.235.8.25,202.101.170.4,TCP,45590,2323,1641013200.119311,40,57,17
46.27.231.36,202.250.251.175,TCP,53102,3664,1641013200.119318,40,244,2
89.247.66.53,163.45.121.101,TCP,60989,3615,1641013200.119321,40,246,2
208.26.43.61,163.45.29.215,TCP,48094,21,1641013200.11933,40,246,2
170.42.127.34,163.45.18.35,UDP,33434,58239,1641013200.119334,92,47,
175.47.106.5,163.45.119.167,UDP,27985,57216,1641013200.119357,58,120,
163.45.91.13,35.213.41.113,TCP,62945,443,1641013200.119373,95,122,24
204.51.46.66,203.78.137.8,OTHER,,,1641013200.119392,189,250,
3.23.110.66,133.105.129.226,UDP,47824,53,1641013200.119395,68,242,
192.0.222.29,203.78.148.227,TCP,35609,443,1641013200.119414,40,248,2
185.138.73.88,133.105.186.70,TCP,41455,32308,1641013200.119484,40,247,2
89.247.69.152,202.250.227.137,TCP,8080,13966,1641013200.119588,40,246,2
157.206.196.247,8.7.188.3,TCP,55715,443,1641013200.119616,52,57,16
204.51.46.66,203.78.137.8,OTHER,,,1641013200.119725,199,250,
133.243.248.62,8.7.152.176,TCP,52163,80,1641013200.119731,40,121,16
157.206.11.21,52.136.52.124,TCP,50728,443,1641013200.119799,52,57,16
133.243.248.62,8.7.152.176,TCP,52139,80,1641013200.119814,52,121,16
167.246.129.122,163.45.225.36,TCP,50646,8554,1641013200.119835,44,43,2
178.239.153.48,133.105.76.103,TCP,52912,5038,1641013200.119871,40,248,2
178.239.153.48,133.105.144.152,TCP,52912,5038,1641013200.119912,40,248,2
157.206.23.43,38.89.4.36,TCP,60082,8883,1641013200.119932,52,56,16
157.206.229.0,192.120.200.155,TCP,58678,443,1641013200.119934,52,54,16
43.161.72.26,203.78.184.105,TCP,22641,9638,1641013200.119975,52,51,2
157.206.251.237,162.141.163.128,TCP,64199,443,1641013200.120015,133,57,24
157.206.251.237,162.141.163.128,TCP,64199,443,1641013200.120048,642,57,24
133.243.248.62,8.8.23.192,TCP,52235,80,1641013200.120052,40,121,16
185.167.249.223,203.78.253.253,TCP,51024,4000,1641013200.120058,40,244,2
89.247.69.146,163.45.148.43,TCP,8080,50040,1641013200.120107,40,246,2
125.235.8.25,202.101.170.4,TCP,45894,2323,1641013200.120123,60,57,2
133.243.248.62,8.7.133.224,TCP,52111,80,1641013200.120132,40,121,16
207.177.58.43,202.101.172.253,TCP,44834,7799,1641013200.120161,40,53,17
185.138.73.88,163.45.92.114,TCP,41455,33890,1641013200.120213,40,247,2
130.187.192.12,61.90.227.135,TCP,80,19010,1641013200.12029,2840,56,16
130.187.192.12,61.90.227.135,TCP,80,19010,1641013200.120323,2840,56,16
141.226.52.146,163.45.46.30,TCP,37252,111,1641013200.120404,40,241,2
157.206.249.55,18.222.254.242,TCP,49480,443,1641013200.120414,52,57,16
130.187.192.12,61.90.227.135,TCP,80,19013,1641013200.120463,1440,56,16
31.149.93.30,163.45.91.13,TCP,443,52249,1641013200.120467,40,88,16
130.187.192.12,61.90.227.135,TCP,80,19013,1641013200.120505,1440,56,24
130.187.192.12,61.90.227.135,TCP,80,19010,1641013200.120528,2840,56,16
130.187.192.12,61.90.227.135,TCP,80,19010,1641013200.12055,1440,56,16
203.78.137.8,204.51.46.66,OTHER,,,1641013200.120576,84,253,
133.243.157.120,52.58.184.100,TCP,61139,443,1641013200.120587,166,56,24
130.187.192.12,61.90.227.135,TCP,80,19010,1641013200.120605,2840,56,24
133.243.5.1,162.141.163.139,TCP,31356,443,1641013200.120608,185,120,24
130.187.192.12,61.90.227.135,TCP,80,19010,1641013200.12062,1440,56,24
133.243.248.62,8.5.160.94,TCP,52600,80,1641013200.120621,40,121,16
130.187.192.12,61.90.227.135,TCP,80,19010,1641013200.120623,1440,56,16
43.253.69.107,203.78.177.7,TCP,10265,23,1641013200.120646,40,51,2
130.187.192.12,61.90.227.135,TCP,80,19010,1641013200.12067,1440,56,24
203.78.137.8,204.51.46.66,OTHER,,,1641013200.120737,110,253,
89.247.69.153,163.45.191.38,TCP,8080,12083,1641013200.120738,40,246,2
133.243.248.62,8.7.152.176,TCP,52163,80,1641013200.120765,194,121,24
202.250.202.133,89.247.69.190,ICMP,,,1641013200.120813,56,252,
130.187.192.12,61.90.227.135,TCP,80,19010,1641013200.120895,2840,56,16
157.206.229.0,192.120.200.155,TCP,58678,443,1641013200.120918,52,54,16
130.187.192.12,61.90.227.135,TCP,80,19010,1641013200.120925,1440,56,16
130.187.192.12,61.90.227.135,TCP,80,19010,1641013200.120928,1440,56,24
130.187.192.12,61.90.227.135,TCP,80,19010,1641013200.120943,1440,56,16
130.187.192.12,61.90.227.135,TCP,80,19010,1641013200.120962,2840,56,24
130.187.192.12,61.90.227.135,TCP,80,19010,1641013200.12099,1440,56,24
43.163.188.250,202.101.172.41,TCP,29048,8554,1641013200.12099,40,49,20
133.243.248.62,8.7.152.176,TCP,52139,80,1641013200.121001,52,121,16
157.206.249.55,18.222.254.242,TCP,49480,443,1641013200.121013,52,57,16
202.101.173.66,134.210.231.164,TCP,6470,41076,1641013200.121052,52,246,18
202.101.173.66,134.210.231.164,TCP,6470,41076,1641013200.121054,52,246,20
133.243.45.6,162.141.164.7,TCP,57986,443,1641013200.121093,40,122,16
133.243.248.62,8.8.23.192,TCP,52310,80,1641013200.121179,52,121,16
203.78.137.8,204.51.46.66,OTHER,,,1641013200.12118,96,253,
89.247.69.152,202.250.229.110,TCP,8080,7509,1641013200.121212,40,246,2
133.243.248.62,8.7.133.224,TCP,51763,80,1641013200.121253,52,121,16
34.191.103.25,163.45.68.75,UDP,123,3702,1641013200.121271,31,244,
186.32.160.181,133.105.158.115,TCP,3699,23,1641013200.121319,40,243,2
84.186.195.140,163.45.16.197,TCP,4660,23,1641013200.121406,40,51,2
133.227.58.120,167.46.181.111,ICMP,,,1641013200.121451,56,248,
98.10.17.166,203.78.208.159,TCP,21630,23,1641013200.121484,40,53,2
133.243.248.62,8.8.23.192,TCP,52310,80,1641013200.121494,52,121,16
95.248.68.181,133.251.174.141,TCP,19103,23,1641013200.121498,40,48,2
203.78.137.8,204.51.46.66,OTHER,,,1641013200.121538,97,253,
194.60.23.39,203.78.246.2,TCP,47651,4222,1641013200.121542,44,246,2
204.51.46.66,203.78.137.8,OTHER,,,1641013200.121604,110,250,
133.243.248.62,8.7.133.224,TCP,52111,80,1641013200.121612,40,121,16
203.78.137.8,204.51.46.66,OTHER,,,1641013200.121613,97,253,
212.220.216.196,133.105.242.79,UDP,56847,389,1641013200.121646,67,244,
163.45.240.90,54.248.76.159,TCP,51897,443,1641013200.121653,40,121,16
89.247.69.180,163.45.70.138,TCP,53467,20392,1641013200.121685,40,246,2
157.206.247.11,208.56.129.240,TCP,4191,514,1641013200.121708,1500,58,16
203.78.137.8,204.51.46.66,OTHER,,,1641013200.121777,97,253,
133.243.248.62,8.5.160.94,TCP,52576,80,1641013200.121822,40,121,16
203.78.139.131,13.235.56.33,TCP,49301,80,1641013200.121855,40,125,16
89.247.69.146,163.45.45.146,TCP,8080,55831,1641013200.12187,40,246,2
203.78.139.131,13.235.56.33,TCP,49301,80,1641013200.121894,40,125,16
208.26.43.35,163.45.107.184,TCP,46847,3268,1641013200.121921,40,246,2
157.206.196.247,8.7.188.3,TCP,55715,443,1641013200.121974,52,57,16
185.138.73.88,133.105.255.195,TCP,41455,28282,1641013200.122117,40,247,2
203.78.137.8,204.51.46.66,OTHER,,,1641013200.122173,110,253,
170.17.78.203,133.251.99.81,TCP,30892,9005,1641013200.122174,52,53,2
207.177.58.43,202.101.170.138,TCP,55578,7799,1641013200.122217,40,53,17
178.87.107.227,163.45.242.128,TCP,47173,4222,1641013200.122242,44,247,2
178.239.153.64,133.251.161.28,TCP,52974,446,1641013200.122245,40,248,2
157.206.249.55,18.222.254.242,TCP,49480,443,1641013200.122254,52,57,16
163.45.114.183,35.213.41.113,TCP,58130,443,1641013200.122254,95,122,24
89.247.69.146,163.45.161.212,TCP,8080,57423,1641013200.122462,40,246,2
203.78.137.8,204.51.46.66,OTHER,,,1641013200.122502,97,253,
13.235.56.33,203.78.139.131,TCP,80,49301,1641013200.122502,1368,121,16
203.78.137.8,204.51.46.66,OTHER,,,1641013200.122503,97,253,
203.78.137.8,204.51.46.66,OTHER,,,1641013200.122504,97,253,
203.78.137.8,204.51.46.66,OTHER,,,1641013200.122505,97,253,
13.235.56.33,203.78.139.131,TCP,80,49301,1641013200.122508,1368,121,16
13.235.56.33,203.78.139.131,TCP,80,49301,1641013200.122524,1368,121,16
13.235.56.33,203.78.139.131,TCP,80,49301,1641013200.122531,1368,121,16
162.13.215.192,133.105.238.13,TCP,443,55636,1641013200.122532,44,59,18
162.13.215.192,133.105.238.13,TCP,443,55636,1641013200.122534,44,59,18
13.235.56.33,203.78.139.131,TCP,80,49301,1641013200.122543,1368,121,16
13.235.56.33,203.78.139.131,TCP,80,49301,1641013200.122554,1368,121,16
13.235.56.33,203.78.139.131,TCP,80,49301,1641013200.12256,952,121,24
35.213.41.113,163.45.91.13,TCP,443,62945,1641013200.122583,97,45,24
89.247.69.153,163.45.92.204,TCP,8080,3796,1641013200.122601,40,246,2
89.247.69.152,202.250.236.128,TCP,8080,20486,1641013200.122679,40,246,2
203.78.137.8,204.51.46.66,OTHER,,,1641013200.122776,108,253,
89.247.69.180,163.45.128.107,TCP,53467,14435,1641013200.122803,40,246,2
167.46.181.122,133.105.69.156,TCP,51868,3530,1641013200.12287,44,41,2
167.46.181.101,202.250.252.105,TCP,9643,12435,1641013200.12288,44,41,2
167.31.168.114,133.105.200.200,TCP,55788,22,1641013200.12294,40,244,2
89.247.69.180,163.45.144.163,TCP,53467,16143,1641013200.122964,40,246,2
162.113.225.124,133.105.55.218,TCP,1410,9101,1641013200.122974,44,40,2
203.78.143.78,222.208.2.99,ICMP,,,1641013200.123015,44,9,
133.227.136.19,119.67.223.152,UDP,4500,56540,1641013200.123056,1344,56,
133.227.136.19,119.67.223.152,UDP,4500,56540,1641013200.123057,1344,56,
133.227.136.19,119.67.223.152,UDP,4500,56540,1641013200.123059,1344,56,
133.227.136.19,119.67.223.152,UDP,4500,56540,1641013200.123069,1344,56,
43.163.188.250,202.101.172.237,TCP,25374,9470,1641013200.123165,40,48,20
109.41.41.125,163.45.255.200,UDP,50002,56292,1641013200.123169,96,57,
109.41.41.125,163.45.255.200,UDP,50002,56292,1641013200.12317,80,57,
109.41.41.125,163.45.255.200,UDP,50002,56292,1641013200.123174,80,57,
162.113.225.99,133.105.176.114,TCP,45265,17772,1641013200.123329,44,40,2
157.206.196.247,8.7.188.3,TCP,55715,443,1641013200.123371,52,57,16
157.206.249.55,18.222.254.242,TCP,49480,443,1641013200.123372,52,57,16
89.247.69.180,163.45.121.190,TCP,53467,21147,1641013200.123413,40,246,2
8.129.145.64,163.45.101.92,TCP,443,57231,1641013200.123422,40,56,16
89.247.69.149,203.78.197.134,TCP,53470,22509,1641013200.123464,40,246,2
46.27.207.116,133.105.167.63,TCP,51372,27312,1641013200.12348,40,244,2
157.206.196.247,8.7.188.3,TCP,55715,443,1641013200.123497,52,57,16
89.247.69.146,163.45.209.17,TCP,8080,4775,1641013200.123571,40,246,2
45.112.52.255,163.45.134.183,TCP,45386,47354,1641013200.123616,40,246,2
185.172.187.53,202.101.172.5,TCP,44294,80,1641013200.123677,218,46,25
202.101.173.212,220.188.163.127,TCP,445,2897,1641013200.123699,52,246,18
167.46.174.231,203.78.169.149,TCP,49869,48925,1641013200.123734,44,40,2
203.78.137.8,204.51.46.66,OTHER,,,1641013200.123734,108,253,
198.56.151.101,202.250.254.71,TCP,52626,443,1641013200.123979,40,249,2
178.239.153.48,133.105.146.124,TCP,52912,5038,1641013200.124076,40,248,2
101.35.241.78,203.78.205.136,TCP,51126,2376,1641013200.124099,40,243,2
157.206.133.122,39.98.190.126,ICMP,,,1641013200.124166,56,249,
110.71.87.27,203.78.135.92,TCP,14414,443,1641013200.124201,40,118,16
110.71.87.27,203.78.135.92,TCP,14417,443,1641013200.124273,40,118,16
198.56.151.101,202.250.205.39,TCP,34384,443,1641013200.12428,40,248,2
89.247.69.144,202.250.225.50,TCP,8080,40236,1641013200.124282,40,246,2
157.206.229.0,192.120.200.155,TCP,58678,443,1641013200.124296,52,54,16
157.206.125.59,205.244.61.130,UDP,56001,53,1641013200.124339,81,57,
89.247.69.149,203.78.139.55,TCP,53470,12541,1641013200.124403,40,246,2
43.162.113.72,163.45.169.47,UDP,46498,32775,1641013200.124435,57,244,
107.132.243.216,163.45.100.8,TCP,54773,3128,1641013200.12449,44,243,2
66.15.50.220,163.45.88.148,TCP,22986,12345,1641013200.124657,44,119,2
89.247.66.138,133.105.99.188,TCP,8080,10433,1641013200.124672,40,246,2
203.78.137.8,204.51.46.66,OTHER,,,1641013200.124697,84,253,
27.240.147.83,203.78.141.130,TCP,64887,3389,1641013200.124703,44,52,2
133.243.114.255,65.130.200.215,TCP,60375,443,1641013200.12474,94,120,24
157.206.196.247,8.7.188.3,TCP,55715,443,1641013200.124741,52,57,16
89.247.66.53,163.45.145.39,TCP,57364,3615,1641013200.124748,40,246,2
110.71.87.27,203.78.135.92,TCP,14414,443,1641013200.124826,40,118,16
89.247.69.146,163.45.16.224,TCP,8080,49169,1641013200.124831,40,246,2
110.71.87.27,203.78.135.92,TCP,15284,443,1641013200.124874,40,118,16
88.28.213.32,202.250.225.75,TCP,58485,443,1641013200.124881,40,242,2
45.112.52.199,133.251.183.216,TCP,46280,9014,1641013200.124886,40,246,2
198.158.98.248,203.78.219.22,TCP,44229,80,1641013200.124994,44,245,2
110.71.87.27,203.78.135.92,TCP,15284,443,1641013200.124995,40,118,16
110.71.87.27,203.78.135.92,TCP,15284,443,1641013200.125106,40,118,16
133.227.58.120,167.46.181.20,ICMP,,,1641013200.12526,56,248,
46.27.231.36,202.250.213.83,TCP,53102,3664,1641013200.125278,40,244,2
157.206.229.0,192.120.200.155,TCP,58678,443,1641013200.125339,52,54,16
128.12.70.14,203.78.137.8,OTHER,,,1641013200.125366,84,251,
163.45.97.166,35.213.41.113,TCP,63535,443,1641013200.125376,96,122,24
204.51.46.66,203.78.137.8,OTHER,,,1641013200.125384,192,250,
133.227.58.120,46.164.31.242,ICMP,,,1641013200.125404,56,248,
202.101.173.104,159.76.161.168,TCP,62078,38154,1641013200.125447,52,246,18
185.138.73.88,163.45.109.82,TCP,41455,16877,1641013200.125448,40,247,2
202.101.173.212,220.188.163.127,TCP,445,2897,1641013200.125456,52,246,20
45.112.52.199,203.78.143.206,TCP,46280,9015,1641013200.125491,40,246,2
157.206.196.212,52.59.33.227,TCP,41463,443,1641013200.125491,40,57,16
35.213.41.113,163.45.114.183,TCP,443,58130,1641013200.125518,97,45,24
193.96.13.165,133.105.97.120,TCP,45302,34599,1641013200.12557,44,244,2
110.71.87.27,203.78.135.92,TCP,15284,443,1641013200.125651,40,118,16
45.112.52.199,203.78.143.217,TCP,46280,9015,1641013200.125664,40,246,2
163.45.56.158,125.188.80.17,TCP,64332,7000,1641013200.125688,284,122,24
64.190.198.125,163.45.99.253,UDP,44419,1900,1641013200.125725,125,54,
162.113.225.116,133.105.178.169,TCP,1739,3152,1641013200.12578,44,40,2
89.247.69.146,203.78.205.164,TCP,8080,55642,1641013200.125842,40,246,2
157.206.152.134,144.195.32.21,UDP,59899,8801,1641013200.12587,1042,57,
185.138.73.88,163.45.109.139,TCP,41455,16877,1641013200.12588,40,247,2
203.78.146.191,198.7.100.165,UDP,63689,8801,1641013200.125945,55,58,
59.17.128.179,163.45.10.87,TCP,52959,2376,1641013200.125946,40,244,2
207.153.72.252,133.251.165.175,TCP,46801,623,1641013200.125998,40,247,2
163.45.19.187,13.216.129.59,TCP,65332,443,1641013200.12602,40,122,16
128.12.70.14,203.78.137.8,OTHER,,,1641013200.126023,84,251,
202.101.173.104,159.76.161.168,TCP,62078,38154,1641013200.126035,52,246,20
157.206.152.134,144.195.32.21,UDP,59899,8801,1641013200.12607,1073,57,
157.206.196.247,8.7.188.3,TCP,55715,443,1641013200.126085,52,57,16
113.159.240.116,133.105.23.97,TCP,50626,23,1641013200.126087,40,57,2
167.46.174.224,133.105.64.220,TCP,17208,36459,1641013200.12609,44,40,2
133.227.136.19,119.67.223.152,UDP,4500,56540,1641013200.126096,1344,56,
89.247.69.152,202.250.220.82,TCP,8080,9667,1641013200.126096,40,246,2
133.227.136.19,119.67.223.152,UDP,4500,56540,1641013200.126098,1344,56,
133.227.136.19,119.67.223.152,UDP,4500,56540,1641013200.126107,1344,56,
157.206.196.247,8.7.188.3,TCP,55715,443,1641013200.126136,52,57,16
89.247.69.145,133.251.122.129,TCP,53450,19500,1641013200.126148,40,246,2
203.78.137.8,204.51.46.66,OTHER,,,1641013200.126176,117,253,
185.138.73.88,203.78.146.44,TCP,41455,22237,1641013200.126179,40,247,2
133.243.248.62,8.7.133.224,TCP,51763,80,1641013200.126216,52,121,16
133.227.136.19,119.67.223.152,UDP,4500,56540,1641013200.126228,1344,56,
106.108.143.126,133.251.90.139,TCP,38002,23,1641013200.126295,44,49,2
163.45.255.200,109.41.41.125,UDP,56292,50002,1641013200.126382,232,58,
185.158.86.196,133.251.93.228,TCP,48544,8080,1641013200.126389,40,243,2
89.247.69.145,133.251.75.86,TCP,53450,11837,1641013200.126465,40,246,2
141.226.52.146,202.250.229.254,TCP,45164,111,1641013200.126486,40,241,2
133.243.154.217,3.70.228.157,TCP,62714,443,1641013200.126496,40,56,16
133.243.248.62,8.7.133.224,TCP,52111,80,1641013200.126496,52,121,16
203.78.135.92,110.71.87.27,TCP,443,14414,1641013200.126536,2840,62,16
203.78.135.92,110.71.87.27,TCP,443,14417,1641013200.126543,1440,62,16
203.78.137.8,204.51.46.66,OTHER,,,1641013200.126546,84,253,
203.78.135.92,110.71.87.27,TCP,443,14417,1641013200.126589,1440,62,16
94.134.207.206,133.251.102.42,TCP,32197,23,1641013200.126616,44,49,2
133.243.248.62,8.7.152.176,TCP,52139,80,1641013200.12662,52,121,16
203.78.141.130,27.240.147.83,TCP,3389,64887,1641013200.126654,40,60,20
203.78.137.8,204.51.46.66,OTHER,,,1641013200.126657,117,253,
133.243.248.62,8.5.160.94,TCP,52600,80,1641013200.126698,40,121,16
207.177.58.43,202.101.173.45,TCP,51380,7799,1641013200.126757,40,53,17
133.243.248.62,8.5.160.94,TCP,52576,80,1641013200.126778,40,121,16
8.56.189.61,133.251.141.96,TCP,9351,23,1641013200.126818,40,56,2
170.17.229.153,163.45.175.167,TCP,60818,8383,1641013200.126882,52,54,2
89.247.69.180,163.45.228.162,TCP,53467,18686,1641013200.12693,40,246,2
212.72.100.190,203.78.141.64,UDP,39459,53,1641013200.126959,63,53,
192.0.222.29,203.78.227.16,TCP,45566,443,1641013200.127039,40,249,2
207.177.58.43,202.101.170.214,TCP,56340,7799,1641013200.127073,40,53,17
89.247.69.152,202.250.220.130,TCP,8080,9667,1641013200.127115,40,246,2
203.78.135.92,110.71.87.27,TCP,443,14414,1641013200.127161,1440,62,16
203.78.135.92,110.71.87.27,TCP,443,14414,1641013200.12717,2840,62,16
126.15.117.154,203.78.142.254,UDP,4500,4500,1641013200.127178,144,54,
170.17.229.38,203.78.189.126,TCP,34124,8469,1641013200.127207,52,54,2
133.243.248.62,8.7.133.224,TCP,52111,80,1641013200.12721,52,121,16
203.78.135.92,110.71.87.27,TCP,443,14414,1641013200.127211,1440,62,16
203.78.135.92,110.71.87.27,TCP,443,15284,1641013200.127216,1440,62,16
203.78.135.92,110.71.87.27,TCP,443,15284,1641013200.127223,1440,62,16
219.74.193.63,203.78.135.92,TCP,33250,873,1641013200.12723,52,49,16
204.51.46.66,203.78.137.8,OTHER,,,1641013200.127238,84,250,
203.78.137.8,204.51.46.66,OTHER,,,1641013200.127301,168,253,
133.243.234.4,195.52.126.224,TCP,39254,51235,1641013200.127331,52,55,16
89.247.69.180,163.45.90.222,TCP,53467,14994,1641013200.127332,40,246,2
203.78.135.92,110.71.87.27,TCP,443,15284,1641013200.127376,1440,62,16
133.243.248.62,8.8.23.192,TCP,52310,80,1641013200.127379,52,121,16
203.78.135.92,110.71.87.27,TCP,443,15284,1641013200.127382,1440,62,16
203.78.135.92,110.71.87.27,TCP,443,15284,1641013200.127403,1440,62,16
203.78.135.92,110.71.87.27,TCP,443,15284,1641013200.127418,1440,62,16
163.45.255.200,109.41.41.125,UDP,56292,50002,1641013200.127421,238,58,
203.78.135.92,110.71.87.27,TCP,443,15284,1641013200.127422,1440,62,16
157.206.249.55,18.222.254.242,TCP,49480,443,1641013200.127457,52,57,16
203.78.135.92,110.71.87.27,TCP,443,15284,1641013200.127474,1440,62,16
34.191.103.25,163.45.159.204,UDP,123,3702,1641013200.127514,31,243,
40.27.171.133,163.45.22.138,TCP,443,58136,1641013200.127573,81,245,24
219.74.193.63,203.78.135.92,TCP,33250,873,1641013200.127578,52,49,16
157.206.82.133,49.49.247.98,TCP,22,22737,1641013200.127617,60,57,18
133.243.157.120,52.58.184.100,TCP,61139,443,1641013200.127617,52,56,16
198.7.100.165,203.78.146.191,UDP,8801,62162,1641013200.127649,142,46,
157.206.196.240,31.149.66.51,TCP,44593,443,1641013200.127656,64,57,2
185.167.248.21,163.45.45.110,TCP,38805,389,1641013200.127657,40,244,2
203.78.137.8,204.51.46.66,OTHER,,,1641013200.127658,76,253,
193.96.13.129,163.45.239.232,TCP,41007,1253,1641013200.127713,44,244,2
193.96.13.19,133.105.191.79,TCP,33439,557,1641013200.127722,44,244,2
198.7.100.165,203.78.142.251,UDP,8801,52776,1641013200.127754,142,46,
219.74.193.63,203.78.135.92,TCP,33250,873,1641013200.127754,52,49,16
202.250.216.227,167.246.129.20,ICMP,,,1641013200.127782,56,251,
162.113.225.184,163.45.241.32,TCP,10047,48821,1641013200.127804,44,40,2
203.78.137.8,204.51.46.66,OTHER,,,1641013200.127824,278,253,
212.119.201.254,203.78.142.124,UDP,53,58224,1641013200.127836,291,56,
183.191.65.205,203.78.184.43,TCP,53594,445,1641013200.127839,52,116,2
89.247.66.138,133.105.66.195,TCP,8080,18036,1641013200.12785,40,246,2
43.161.66.48,203.78.159.146,TCP,26933,465,1641013200.127872,52,49,2
